,apps,assists,fouls_commited,fouls_suffered,goals,minutes,offsides,own_goals,penalties_in,penalties_mi,red_cards,yellow_cards
Nir Davidovitch,3,0,0,0,0,270,0,0,0,0,0,0
Nolan Roux,1,0,2,2,0,90,1,0,0,0,0,0
Norbert Mészáros,2,0,1,0,0,180,0,0,0,0,0,0
Nordin Amrabat,5,1,14,12,0,450,3,0,0,0,0,0
Nuno,2,0,0,0,0,180,0,0,0,0,0,0
Nuno André Coelho,3,0,1,2,0,270,0,0,0,0,0,0
Nuno Assis,3,0,6,7,0,270,0,0,0,0,0,0
Nuno Claro,1,0,0,1,0,90,0,0,0,0,0,0
Nuno Gomes,4,1,11,4,0,360,12,0,0,0,0,0
Nuno Morais,11,0,10,11,0,990,0,0,0,0,0,0
Nuri Şahin,7,1,16,6,0,630,1,0,0,0,0,0
Nélson,3,1,2,1,0,270,0,0,0,0,0,0
Obafemi Martins,1,0,0,2,0,90,0,0,0,0,0,0
Ognjen Vukojević,8,1,13,7,0,720,0,0,0,0,0,0
Oguchi Onyewu,1,0,3,0,0,90,0,0,0,0,0,0
Okan Buruk,1,0,2,4,0,90,0,0,0,0,0,0
Ola John,4,1,1,1,0,360,1,0,0,0,0,0
Oleg Shatov,6,0,7,6,0,540,0,0,0,0,0,0
Oleh Dopilka,1,0,1,1,0,90,0,0,0,0,0,0
Oleh Gusev,7,0,8,14,0,630,3,0,0,0,0,0
Olexandr Aliyev,2,0,1,6,0,180,0,0,0,0,0,0
Olexandr Chyzhov,2,0,4,0,0,180,0,0,0,0,0,0
Olexandr Kucher,17,1,24,12,0,1530,0,0,0,0,0,0
Olexandr Rybka,4,0,0,1,0,360,0,0,0,0,0,0
Olexandr Shovkovskiy,7,0,0,1,0,630,0,0,0,0,0,0
Olexiy Gai,4,1,5,8,0,360,1,0,0,0,0,0
Oliver Kahn,5,0,0,1,0,450,0,0,0,0,0,0
Oliver Kirch,2,0,1,2,0,180,1,0,0,0,0,0
Olivier Dacourt,4,0,12,5,0,360,0,0,0,0,0,0
Olivier Deschacht,9,0,7,9,0,810,2,0,0,0,0,0
Olivier Giroud,5,2,16,6,0,450,7,0,0,0,0,0
Olivier Sorin,3,0,0,0,0,270,0,0,0,0,0,0
Olof Mellberg,12,0,12,9,0,1080,0,0,0,0,0,0
Omar Elabdellaoui,3,0,6,1,0,270,1,0,0,0,0,0
Ondřej Čelůstka,3,0,4,2,0,270,0,0,0,0,0,0
Ondřej Šourek,1,0,0,0,0,90,0,0,0,0,0,0
Onyekachi Okonkwo,3,0,5,1,0,270,0,0,0,0,0,0
Oriol Romeu,3,0,2,1,0,270,0,0,0,0,0,0
Oscar,9,2,11,14,0,810,2,0,0,0,0,0
Oscar Wendt,6,0,2,5,0,540,0,0,0,0,0,0
Otman Bakkal,3,0,9,1,0,270,3,0,0,0,0,0
Ovidiu Petre,6,0,14,7,0,540,0,0,0,0,0,0
Owen Hargreaves,7,1,16,10,0,630,1,0,0,0,0,0
Ozan İpek,2,1,4,2,0,180,0,0,0,0,0,0
Pablo Aimar,5,0,10,9,0,450,3,0,0,0,0,0
Pablo Armero,2,0,1,1,0,180,0,0,0,0,0,0
Pablo Brandán,3,0,6,3,0,270,0,0,0,0,0,0
Pablo Contreras,2,0,2,0,0,180,0,0,0,0,0,0
Pablo Hernández,4,1,4,5,0,360,1,0,0,0,0,0
Pablo Ibáñez,3,0,6,5,0,270,0,0,0,0,0,0
Pablo Orbaiz,1,0,3,0,0,90,0,0,0,0,0,0
Pablo Zabaleta,10,0,21,7,0,900,2,0,0,0,0,0
Pajtim Kasami,3,3,4,17,0,270,0,0,0,0,0,0
Panagiotis Lagos,1,0,0,1,0,90,0,0,0,0,0,0
Pantelis Kafes,2,0,5,1,0,180,0,0,0,0,0,0
Pantelis Kapetanos,3,0,1,1,0,270,1,0,0,0,0,0
Paolo Cannavaro,4,0,6,0,0,360,1,0,0,0,0,0
Paolo Castellini,1,0,0,1,0,90,0,0,0,0,0,0
Paolo De Ceglie,1,0,1,4,0,90,0,0,0,0,0,0
Paolo Maldini,6,1,3,7,0,540,0,0,0,0,0,0
Pape Diakhaté,7,0,6,0,0,630,0,0,0,0,0,0
Paraskevas Antzas,3,0,4,0,0,270,0,0,0,0,0,0
Park Ji-Sung,10,0,11,20,0,900,3,0,0,0,0,0
Park Joo Ho,4,0,3,6,0,360,0,0,0,0,0,0
Park Ju-Young,1,0,0,0,0,90,0,0,0,0,0,0
Pato,8,1,6,25,0,720,10,0,0,0,0,0
Patrice Evra,32,2,55,33,0,2880,5,0,0,0,0,0
Patrick Mtiliga,3,2,6,1,0,270,0,0,0,0,0,0
Patrick Müller,2,0,0,1,0,180,0,0,0,0,0,0
Patrick Vieira,3,1,4,5,0,270,0,0,0,0,0,0
Patrick van Aanholt,1,0,0,1,0,90,0,0,0,0,0,0
Patrik Mráz,1,0,0,0,0,90,0,0,0,0,0,0
Paul Caddis,1,0,1,0,0,90,0,0,0,0,0,0
Paul Hartley,6,0,8,2,0,540,0,0,0,0,0,0
Paul Pogba,10,2,18,17,0,900,0,0,0,0,0,0
Paul Scholes,15,3,24,14,0,1350,2,0,0,0,0,0
Paul Telfer,3,0,3,3,0,270,0,0,0,0,0,0
Paulo Assunção,12,0,35,6,0,1080,0,0,0,0,0,0
Paulo Costa,2,0,2,4,0,180,0,0,0,0,0,0
Paulo César,2,0,4,7,0,180,0,0,0,0,0,0
Paulo Ferreira,7,1,5,7,0,630,0,0,0,0,0,0
Paulo Henrique,1,0,3,1,0,90,2,0,0,0,0,0
Paulo Jorge,7,0,6,8,0,630,0,0,0,0,0,0
Paulo Machado,5,0,11,6,0,450,0,0,0,0,0,0
Paulo Oliveira,2,0,2,1,0,180,0,0,0,0,0,0
Paulo Vinícius,2,0,2,0,0,180,0,0,0,0,0,0
Paulão,1,0,2,1,0,90,0,0,0,0,0,0
Pavel Horváth,6,1,8,8,0,540,0,0,0,0,0,0
Pavel Mamaev,6,0,10,6,0,540,1,0,0,0,0,0
Pavel Nedvěd,4,1,3,9,0,360,1,0,0,0,0,0
Pavel Nekhaychik,2,1,5,3,0,180,1,0,0,0,0,0
Pavel Pogrebnyak,5,0,13,7,0,450,7,0,0,0,0,0
Pavol Poliaček,1,0,2,0,0,90,0,0,0,0,0,0
Paweł Golański,1,0,2,0,0,90,0,0,0,0,0,0
Pedro Emanuel,3,0,2,4,0,270,0,0,0,0,0,0
Pedro León,1,0,0,0,0,90,0,0,0,0,0,0
Pedro Mendes,2,0,3,3,0,180,0,0,0,0,0,0
Pedro Rodríguez,22,2,30,30,0,1980,12,0,0,0,0,0
Peer Kluge,2,1,6,2,0,180,0,0,0,0,0,0
Pepe,29,1,26,36,0,2610,3,0,0,0,0,0
Pepe Reina,21,0,0,3,0,1890,0,0,0,0,0,0
Per Ciljan Skjelbred,3,0,1,1,0,270,1,0,0,0,0,0
Per Krøldrup,2,0,4,5,0,180,0,0,0,0,0,0
Per Mertesacker,25,0,13,17,0,2250,0,0,0,0,0,0
Pernambucano Juninho,10,2,21,16,0,900,1,0,0,0,0,0
Perparim Hetemaj,2,1,4,4,0,180,1,0,0,0,0,0
Petar Stojanovič,3,0,4,4,0,270,0,0,0,0,0,0
Peter Crouch,12,3,21,25,0,1080,5,0,0,0,0,0
Peter Odemwingie,4,0,8,7,0,360,3,0,0,0,0,0
Peter Wisgerhof,3,0,0,1,0,270,0,0,0,0,0,0
Petit,4,0,13,9,0,360,0,0,0,0,0,0
Petr Jiráček,3,1,4,6,0,270,0,0,0,0,0,0
Petr Čech,35,0,0,6,0,3150,0,0,0,0,0,0
Petre Marin,7,0,11,8,0,630,0,0,0,0,0,0
Petri Pasanen,6,0,10,3,0,540,1,0,0,0,0,0
Phil Jones,8,1,7,10,0,720,0,0,0,0,0,0
Philipp Bargfrede,2,0,2,2,0,180,0,0,0,0,0,0
Philipp Degen,1,0,1,0,0,90,1,0,0,0,0,0
Philipp Hosiner,3,1,10,5,0,270,3,0,0,0,0,0
Philipp Lahm,43,4,19,28,0,3870,2,0,0,0,0,0
Philipp Wollscheid,1,0,0,1,0,90,0,0,0,0,0,0
Philippe Koch,3,0,2,0,0,270,1,0,0,0,0,0
Philippe Mexès,22,1,37,37,0,1980,1,0,0,0,0,0
Philippe Senderos,4,0,4,3,0,360,0,0,0,0,0,0
Phillip Cocu,4,0,2,0,0,360,0,0,0,0,0,0
Pierre Bengtsson,3,0,0,1,0,270,0,0,0,0,0,0
Pierre Boya,2,0,2,3,0,180,2,0,0,0,0,0
Pierre Højbjerg,1,0,0,1,0,90,0,0,0,0,0,0
Pierre Wome,2,0,2,1,0,180,0,0,0,0,0,0
Pierre-Emerick Aubameyang,5,1,6,4,0,450,2,0,0,0,0,0
Piotr Trochowski,3,1,5,2,0,270,0,0,0,0,0,0
Pizzi,1,0,0,0,0,90,0,0,0,0,0,0
Pontus Farnerud,1,0,0,1,0,90,0,0,0,0,0,0
Pontus Wernbloom,5,0,13,5,0,450,0,0,0,0,0,0
Predrag Djordjević,6,2,6,9,0,540,1,0,0,0,0,0
Predrag Ocokoljić,1,0,1,0,0,90,0,0,0,0,0,0
Pável Pardo,3,1,2,1,0,270,0,0,0,0,0,0
Péter Czvitkovics,3,0,3,2,0,270,0,0,0,0,0,0
Péter Szakály,3,0,3,3,0,270,0,0,0,0,0,0
Quim,7,1,0,1,0,630,0,0,0,0,0,0
Radamel Falcao,4,1,8,6,0,360,4,0,0,0,0,0
Radek Šírl,3,0,3,4,0,270,0,0,0,0,0,0
Radja Nainggolan,3,1,3,5,0,270,0,0,0,0,0,0
Radosav Petrović,3,0,9,3,0,270,0,0,0,0,0,0
Radoslav Kováč,3,0,2,8,0,270,0,0,0,0,0,0
Rafael,11,0,16,23,0,990,1,0,0,0,0,0
Rafael Bastos,4,1,4,5,0,360,2,0,0,0,0,0
Rafael Cabral,1,0,0,0,0,90,0,0,0,0,0,0
Rafael Carioca,3,0,2,4,0,270,0,0,0,0,0,0
Rafael Márquez,13,1,7,23,0,1170,0,0,0,0,0,0
Rafael van der Vaart,8,1,13,19,0,720,1,0,0,0,0,0
Rafał Murawski,1,0,1,0,0,90,0,0,0,0,0,0
Rafik Djebbour,4,1,4,5,0,360,4,0,0,0,0,0
Rafinha,17,1,22,28,0,1530,0,0,0,0,0,0
Ragnar Sigurdsson,3,0,3,1,0,270,0,0,0,0,0,0
Raheem Sterling,3,0,6,10,0,270,6,0,0,0,0,0
Ralf Fährmann,5,0,0,1,0,450,0,0,0,0,0,0
Ramires,16,2,39,20,0,1440,2,0,0,0,0,0
Ramón,1,0,1,1,0,90,0,0,0,0,0,0
Raphael Schäfer,3,0,0,0,0,270,0,0,0,0,0,0
Raphael Wicky,1,0,0,1,0,90,0,0,0,0,0,0
Raphaël Varane,17,1,9,6,0,1530,0,0,0,0,0,0
Rasmus Elm,1,0,0,0,0,90,0,0,0,0,0,0
Rasmus Lindgren,1,0,2,1,0,90,0,0,0,0,0,0
Raul Meireles,20,3,25,20,0,1800,4,0,0,0,0,0
Raúl Albiol,15,0,16,17,0,1350,0,0,0,0,0,0
Raúl Bravo,5,0,6,9,0,450,0,0,0,0,0,0
Raúl García,10,2,29,26,0,900,3,0,0,0,0,0
Raúl González,20,4,39,27,0,1800,11,0,0,0,0,0
Renan Bressan,4,0,9,9,0,360,1,0,0,0,0,0
Renato,3,1,2,3,0,270,1,0,0,0,0,0
Renato Augusto,2,0,1,2,0,180,1,0,0,0,0,0
Reto Zanni,2,0,3,0,0,180,0,0,0,0,0,0
Ricardinho,4,0,3,2,0,360,0,0,0,0,0,0
Ricardo,3,0,0,0,0,270,0,0,0,0,0,0
Ricardo Carvalho,24,1,20,23,0,2160,0,0,0,0,0,0
Ricardo Costa,8,0,5,8,0,720,1,0,0,0,0,0
Ricardo Gomes,3,0,6,8,0,270,0,0,0,0,0,0
Ricardo Kishna,1,1,0,0,0,90,0,0,0,0,0,0
Ricardo Oliveira,2,0,1,4,0,180,2,0,0,0,0,0
Ricardo Osorio,3,0,1,7,0,270,1,0,0,0,0,0
Ricardo Quaresma,11,2,11,46,0,990,4,0,0,0,0,0
Ricardo Rocha,4,0,4,3,0,360,0,0,0,0,0,0
Ricardo van Rhijn,9,2,12,5,0,810,0,0,0,0,0,0
Riccardo Montolivo,10,0,14,9,0,900,1,0,0,0,0,0
Richard Eromoigbe,3,0,4,3,0,270,0,0,0,0,0,0
Richard Foster,2,0,0,3,0,180,0,0,0,0,0,0
Rickie Lambert,1,0,0,1,0,90,1,0,0,0,0,0
Rigobert Song,2,0,3,2,0,180,0,0,0,0,0,0
Rio Ferdinand,28,0,8,7,0,2520,0,0,0,0,0,0
Rio Mavuba,8,0,4,14,0,720,0,0,0,0,0,0
Rivaldo,3,1,2,6,0,270,1,0,0,0,0,0
Roar Strand,2,0,4,5,0,180,0,0,0,0,0,0
Robbie Keane,2,0,0,2,0,180,1,0,0,0,0,0
Robert Lewandowski,19,6,44,46,0,1710,13,0,0,0,0,0
Robert Pirès,2,0,0,1,0,180,0,0,0,0,0,0
Roberto,10,0,0,4,0,900,0,0,0,0,0,0
Roberto Ayala,4,0,7,4,0,360,0,0,0,0,0,0
Roberto Carlos,11,0,11,11,0,990,2,0,0,0,0,0
Roberto De Zerbi,2,0,3,4,0,180,0,0,0,0,0,0
Roberto Hilbert,8,0,16,6,0,720,0,0,0,0,0,0
Roberto Pereyra,2,0,0,3,0,180,0,0,0,0,0,0
Roberto Rosales,3,0,10,2,0,270,1,0,0,0,0,0
Roberto Soldado,11,1,15,15,0,990,5,0,0,0,0,0
Robin Olsen,3,0,0,2,0,270,0,0,0,0,0,0
Robin van Persie,23,4,32,24,0,2070,28,0,0,0,0,0
Robinho,11,4,15,16,0,990,12,0,0,0,0,0
Robinson Zapata,6,0,0,0,0,540,0,0,0,0,0,0
Rod Fanni,5,0,1,3,0,450,0,0,0,0,0,0
Rodolfo,3,0,5,5,0,270,0,0,0,0,0,0
Rodrigo,5,0,9,4,0,450,3,0,0,0,0,0
Rodrigo Tabata,2,0,1,1,0,180,0,0,0,0,0,0
Rodrigo Taddei,12,3,21,14,0,1080,5,0,0,0,0,0
Rodrigo Tello,6,0,6,14,0,540,2,0,0,0,0,0
Roland Juhász,2,0,2,0,0,180,0,0,0,0,0,0
Rolando,11,0,6,3,0,990,1,0,0,0,0,0
Romain Rocchi,1,0,0,0,0,90,0,0,0,0,0,0
Roman Bezjak,2,0,6,3,0,180,3,0,0,0,0,0
Roman Eremenko,9,1,13,7,0,810,3,0,0,0,0,0
Roman Gergel,1,0,1,0,0,90,0,0,0,0,0,0
Roman Hubník,1,0,2,0,0,90,0,0,0,0,0,0
Roman Neustädter,12,0,15,5,0,1080,0,0,0,0,0,0
Roman Pavlyuchenko,6,0,5,9,0,540,3,0,0,0,0,0
Roman Pavlík,1,0,0,0,0,90,0,0,0,0,0,0
Roman Sharonov,3,0,4,1,0,270,0,0,0,0,0,0
Roman Shirokov,10,3,9,10,0,900,3,0,0,0,0,0
Roman Shishkin,3,0,7,6,0,270,0,0,0,0,0,0
Roman Weidenfeller,17,0,0,0,0,1530,0,0,0,0,0,0
Romeo Surdu,1,0,2,1,0,90,2,0,0,0,0,0
Ronald Zubar,3,0,2,3,0,270,0,0,0,0,0,0
Ronaldinho,14,4,19,32,0,1260,2,0,0,0,0,0
Ronny,4,1,4,2,0,360,0,0,0,0,0,0
Ronny Hodel,1,0,1,2,0,90,0,0,0,0,0,0
Ronny Rodelin,1,0,0,3,0,90,1,0,0,0,0,0
Roque Santa Cruz,3,0,1,3,0,270,1,0,0,0,0,0
Ross Turnbull,3,0,0,0,0,270,0,0,0,0,0,0
Roy Carroll,2,0,0,1,0,180,0,0,0,0,0,0
Roy Contout,3,0,3,4,0,270,0,0,0,0,0,0
Roy Makaay,4,0,1,1,0,360,2,0,0,0,0,0
Royston Drenthe,1,0,1,5,0,90,2,0,0,0,0,0
Rubén Baraja,2,0,1,1,0,180,0,0,0,0,0,0
Rubén Pardo,3,0,3,6,0,270,0,0,0,0,0,0
Rui Costa,3,0,7,5,0,270,0,0,0,0,0,0
Rui Patrício,7,0,1,1,0,630,0,0,0,0,0,0
Rui Pedro,1,0,4,2,0,90,0,0,0,0,0,0
Ruslan Rotan,1,0,2,0,0,90,0,0,0,0,0,0
Ruud van Nistelrooy,9,5,10,16,0,810,11,0,0,0,0,0
Ryan Babel,6,1,6,4,0,540,4,0,0,0,0,0
Ryan Bertrand,1,0,0,1,0,90,0,0,0,0,0,0
Ryan Giggs,17,15,9,9,0,1530,3,0,0,0,0,0
Rémy Cabella,3,0,3,5,0,270,2,0,0,0,0,0
Rémy Vercoutre,3,0,0,0,0,270,0,0,0,0,0,0
Róbert Jež,3,1,4,1,0,270,2,0,0,0,0,0
Rúben Amorim,6,0,9,5,0,540,0,0,0,0,0,0
Rúben Micael,3,1,4,9,0,270,0,0,0,0,0,0
Rúben Neves,1,0,0,0,0,90,0,0,0,0,0,0
Rúrik Gíslason,2,1,5,7,0,180,1,0,0,0,0,0
Rüştü Reçber,2,0,0,0,0,180,0,0,0,0,0,0
Răzvan Raţ,19,4,22,9,0,1710,1,0,0,0,0,0
Saber Khalifa,1,1,0,0,0,90,0,0,0,0,0,0
Sabri Sarıoğlu,4,0,3,8,0,360,0,0,0,0,0,0
Sacha Kljestan,4,1,5,5,0,360,0,0,0,0,0,0
Salim Toama,1,0,1,0,0,90,0,0,0,0,0,0
Salomon Kalou,17,2,23,22,0,1530,17,0,0,0,0,0
Salvatore Aronica,4,0,2,11,0,360,1,0,0,0,0,0
Salvatore Bocchetti,3,0,4,1,0,270,0,0,0,0,0,0
Salvatore Sirigu,15,0,1,4,0,1350,0,0,0,0,0,0
Sambou Yatabaré,1,0,2,1,0,90,0,0,0,0,0,0
Sami Hyypiä,7,0,6,4,0,630,0,0,0,0,0,0
Sami Khedira,22,2,16,21,0,1980,2,0,0,0,0,0
Samir Nasri,25,4,25,19,0,2250,9,0,0,0,0,0
Sammir,6,0,4,12,0,540,1,0,0,0,0,0
Samuel Eto'o,25,9,33,28,0,2250,23,0,0,0,0,0
Samuel Inkoom,3,1,6,3,0,270,0,0,0,0,0,0
Sander Boschker,1,0,0,0,0,90,0,0,0,0,0,0
Sandro,1,0,3,0,0,90,0,0,0,0,0,0
Sanel Jahić,1,0,1,2,0,90,0,0,0,0,0,0
Santi Cazorla,13,2,14,28,0,1170,1,0,0,0,0,0
Santiago Cañizares,6,0,0,0,0,540,0,0,0,0,0,0
Santiago Solari,1,0,2,1,0,90,0,0,0,0,0,0
Sascha Kirschstein,2,0,1,0,0,180,0,0,0,0,0,0
Sascha Riether,3,0,2,10,0,270,1,0,0,0,0,0
Savvas Poursaitides,8,0,6,7,0,720,0,0,0,0,0,0
Saúl Ñíguez,2,0,1,4,0,180,1,0,0,0,0,0
Saša Ilić,5,0,8,4,0,450,1,0,0,0,0,0
Saša Papac,8,0,9,2,0,720,0,0,0,0,0,0
Schmitz Rafael,1,0,0,0,0,90,0,0,0,0,0,0
Scott Brown,10,0,25,20,0,900,0,0,0,0,0,0
Scott Chipperfield,3,0,4,2,0,270,0,0,0,0,0,0
Scott McDonald,6,0,15,11,0,540,9,0,0,0,0,0
Scott Wootton,1,0,2,0,0,90,0,0,0,0,0,0
Sead Kolašinac,3,0,4,2,0,270,0,0,0,0,0,0
Seba,1,1,0,3,0,90,0,0,0,0,0,0
Sebastian Boenisch,4,0,3,3,0,360,0,0,0,0,0,0
Sebastian Giovinco,4,0,9,13,0,360,5,0,0,0,0,0
Sebastian Kehl,9,2,17,5,0,810,0,0,0,0,0,0
Sebastian Leto,2,0,6,2,0,180,0,0,0,0,0,0
Sebastian Mielitz,1,0,0,1,0,90,0,0,0,0,0,0
Sebastian Prödl,5,0,10,1,0,450,0,0,0,0,0,0
Sebastian Rode,1,0,1,2,0,90,0,0,0,0,0,0
Sebastiano Siviglia,1,0,1,1,0,90,0,0,0,0,0,0
Sebastián Dubarbier,3,0,1,4,0,270,1,0,0,0,0,0
Sebastián Eguren,4,0,5,5,0,360,0,0,0,0,0,0
Sekou Oliseh,2,0,2,3,0,180,0,0,0,0,0,0
Selçuk İnan,11,2,26,14,0,990,0,0,0,0,0,0
Selçuk Şahin,4,0,7,5,0,360,0,0,0,0,0,0
Semen Fedotov,1,0,1,0,0,90,0,0,0,0,0,0
Semih Kaya,10,0,8,9,0,900,0,0,0,0,0,0
Semih Şentürk,3,0,11,6,0,270,5,0,0,0,0,0
Sercan Yıldırım,2,0,1,1,0,180,0,0,0,0,0,0
Serdar Aziz,1,0,0,1,0,90,0,0,0,0,0,0
Serdar Kurtuluş,2,0,1,1,0,180,1,0,0,0,0,0
Serdar Tasci,6,0,8,10,0,540,0,0,0,0,0,0
Serdar Özkan,5,0,3,8,0,450,2,0,0,0,0,0
Sergei Chepchugov,1,0,0,0,0,90,0,0,0,0,0,0
Sergei Chernik,3,0,1,0,0,270,0,0,0,0,0,0
Sergei Ignashevich,20,2,17,16,0,1800,0,0,0,0,0,0
Sergei Kornilenko,3,0,6,1,0,270,4,0,0,0,0,0
Sergei Krivets,3,0,3,10,0,270,2,0,0,0,0,0
Sergei Parshivlyuk,2,0,4,1,0,180,0,0,0,0,0,0
Sergei Pesyakov,1,0,0,0,0,90,0,0,0,0,0,0
Sergei Ryzhikov,6,0,1,2,0,540,0,0,0,0,0,0
Sergei Semak,4,0,4,1,0,360,1,0,0,0,0,0
Sergei Sosnovski,3,0,7,5,0,270,0,0,0,0,0,0
Sergei Veremko,3,0,0,0,0,270,0,0,0,0,0,0
Sergi Roberto,4,0,1,9,0,360,0,0,0,0,0,0
Sergi Samper,1,0,4,1,0,90,0,0,0,0,0,0
Sergio Agüero,17,2,15,31,0,1530,11,0,0,0,0,0
Sergio Almirón,1,0,0,5,0,90,0,0,0,0,0,0
Sergio Asenjo,3,0,0,0,0,270,0,0,0,0,0,0
Sergio Busquets,30,3,27,58,0,2700,2,0,0,0,0,0
Sergio Canales,1,0,0,0,0,90,1,0,0,0,0,0
Sergio Escudero,1,0,1,1,0,90,0,0,0,0,0,0
Sergio Ramos,37,2,67,52,0,3330,3,0,0,0,0,0
Sergio Romero,3,0,0,0,0,270,0,0,0,0,0,0
Sergio Sánchez,2,0,1,0,0,180,0,0,0,0,0,0
Sergio Vittor,1,0,2,0,0,90,0,0,0,0,0,0
Sergiu Costin,2,0,2,4,0,180,0,0,0,0,0,0
Serhiy Rebrov,2,0,4,3,0,180,2,0,0,0,0,0
Serkan Balcı,3,0,4,5,0,270,0,0,0,0,0,0
Seydou Doumbia,5,0,8,7,0,450,0,0,0,0,0,0
Seydou Keita,14,3,23,32,0,1260,1,0,0,0,0,0
Shaun Maloney,4,1,2,5,0,360,0,0,0,0,0,0
Shaun Wright-Phillips,1,0,0,0,0,90,2,0,0,0,0,0
Shay Abutbul,2,1,5,0,0,180,0,0,0,0,0,0
Shinji Kagawa,8,2,9,1,0,720,4,0,0,0,0,0
Shkelzen Gashi,3,0,2,0,0,270,2,0,0,0,0,0
Shlomi Arbeitman,1,0,0,1,0,90,1,0,0,0,0,0
Shunsuke Nakamura,7,1,3,14,0,630,2,0,0,0,0,0
Sidney Govou,13,4,21,28,0,1170,3,0,0,0,0,0
Sidney Sam,6,1,0,11,0,540,0,0,0,0,0,0
Siem de Jong,9,1,10,14,0,810,1,0,0,0,0,0
Silvan Aegerter,3,0,9,6,0,270,0,0,0,0,0,0
Silvestre Varela,7,0,13,13,0,630,0,0,0,0,0,0
Silvio Meissner,1,0,2,1,0,90,0,0,0,0,0,0
Silvio Proto,7,0,0,0,0,630,0,0,0,0,0,0
Simon Mignolet,3,0,0,0,0,270,0,0,0,0,0,0
Simon Poulsen,1,0,0,0,0,90,0,0,0,0,0,0
Simon Rolfes,8,0,8,7,0,720,0,0,0,0,0,0
Simone Padoin,3,0,4,4,0,270,0,0,0,0,0,0
Simone Perrotta,10,2,13,8,0,900,0,0,0,0,0,0
Simão,15,0,38,29,0,1350,4,0,0,0,0,0
Sinan Bolat,4,0,1,2,0,360,0,0,0,0,0,0
Siniša Dobrašinović,3,0,8,6,0,270,0,0,0,0,0,0
Sintayehu Sallalich,3,0,2,8,0,270,0,0,0,0,0,0
Sixto Peralta,1,0,1,0,0,90,2,0,0,0,0,0
Sofiane Feghouli,6,1,4,9,0,540,0,0,0,0,0,0
Sokratis Papastathopoulos,7,0,12,13,0,630,1,0,0,0,0,0
Sol Campbell,1,0,1,4,0,90,0,0,0,0,0,0
Son Heung-Min,8,2,4,12,0,720,2,0,0,0,0,0
Sorin Frunza,3,0,1,1,0,270,2,0,0,0,0,0
Sorin Ghionea,4,0,5,2,0,360,0,0,0,0,0,0
Sorin Paraschiv,3,0,3,2,0,270,0,0,0,0,0,0
Sotiris Ninis,1,0,1,0,0,90,1,0,0,0,0,0
Souleymane Camara,2,0,2,0,0,180,3,0,0,0,0,0
Souleymane Diamoutene,1,0,2,0,0,90,0,0,0,0,0,0
Souleymane Diawara,15,0,10,10,0,1350,1,0,0,0,0,0
Stanislav Angelov,3,0,2,6,0,270,0,0,0,0,0,0
Stanislav Angelovič,2,0,3,0,0,180,0,0,0,0,0,0
Stanislav Bogush,4,0,0,0,0,360,0,0,0,0,0,0
Stanislav Tecl,2,0,3,2,0,180,2,0,0,0,0,0
Stanislav Vlček,1,0,2,1,0,90,1,0,0,0,0,0
Stathis Aloneftis,2,0,3,4,0,180,0,0,0,0,0,0
Stathis Tavlaridis,3,0,8,2,0,270,0,0,0,0,0,0
Stavros Tziortziopoulos,1,0,3,0,0,90,0,0,0,0,0,0
Steeve Elana,1,0,0,0,0,90,0,0,0,0,0,0
Steeven Langil,1,0,1,1,0,90,0,0,0,0,0,0
Stefan Babović,1,0,5,4,0,90,1,0,0,0,0,0
Stefan Kiessling,10,0,23,21,0,900,11,0,0,0,0,0
Stefan Reinartz,7,0,5,2,0,630,0,0,0,0,0,0
Stefan Savić,1,0,3,3,0,90,0,0,0,0,0,0
Stefan Wächter,1,0,0,0,0,90,0,0,0,0,0,0
Stefano Celozzi,2,0,2,1,0,180,0,0,0,0,0,0
Stefano Denswil,2,0,6,0,0,180,0,0,0,0,0,0
Stefano Mauri,2,0,3,3,0,180,0,0,0,0,0,0
Stefano Sorrentino,3,0,0,1,0,270,0,0,0,0,0,0
Stefano Sturaro,1,0,2,1,0,90,1,0,0,0,0,0
Steffen Iversen,3,0,6,2,0,270,4,0,0,0,0,0
Stelian Stancu,1,0,1,2,0,90,0,0,0,0,0,0
Stephan El Shaarawy,3,1,0,2,0,270,4,0,0,0,0,0
Stephan Lichtsteiner,10,0,9,15,0,900,2,0,0,0,0,0
Stephen Darby,1,0,0,1,0,90,0,0,0,0,0,0
Stephen Makinwa,1,0,0,1,0,90,0,0,0,0,0,0
Stephen McManus,11,0,10,6,0,990,0,0,0,0,0,0
Stergos Marinos,3,0,2,4,0,270,0,0,0,0,0,0
Stevan Jovetić,3,0,5,11,0,270,0,0,0,0,0,0
Steve Finnan,8,1,4,8,0,720,0,0,0,0,0,0
Steve Mandanda,20,0,1,3,0,1800,0,0,0,0,0,0
Steve Olfers,3,0,1,0,0,270,0,0,0,0,0,0
Steven Davis,6,0,4,4,0,540,0,0,0,0,0,0
Steven Defour,8,0,6,1,0,720,0,0,0,0,0,0
Steven Gerrard,22,6,18,23,0,1980,2,0,0,0,0,0
Steven Naismith,5,0,9,21,0,450,2,0,0,0,0,0
Steven Pienaar,1,0,0,0,0,90,0,0,0,0,0,0
Steven Whittaker,8,0,9,10,0,720,1,0,0,0,0,0
Steven Zuber,3,0,1,5,0,270,0,0,0,0,0,0
Stijn Schaars,3,0,5,4,0,270,0,0,0,0,0,0
Stijn Wuytens,1,1,0,0,0,90,0,0,0,0,0,0
